ship_id;name;info;voyage_1;voyage_2;voyage_3;voyage_4;voyage_5;voyage_6;voyage_7;voyage_8;voyage_9
s1013;OXFORD;['Rated at 499 tons, 99 crew, 28 guns', '* 26 Nov 1759 engaged in capture of three Dutch ships and two sloops', ''];{'time': '', 'destination': 'Sep Downs', 'reference': [], 'captain': []};"{'time': ['1751', '1752'], 'destination': 'Madras and Bengal', 'reference': ['L/MAM/B/588B Journal 9 Oct 1751-19 Mar 1754', 'L/MAR/B/588F(1) Ledger', 'L/MAR/B/588F(2) Pay Book'], 'captain': 'Thomas Stevens', 'itinerary': ""Downs 7 Dec 1751 - 29 Dec Madeira - 22 May 1752 St Augustine's Bay - 23 Jul Fort St David - 28 Jul Madras - 20 Aug Vizagapatam - 16 Sep Culpee -11 Feb 1753 Kedgeree -10 May Mauritius - 6 Aug St Augustine's Bay -11 Nov St Helena - 21 Feb 1754 Downs""}";{'time': ['1755', '1756'], 'destination': 'St Helena and Benkulen', 'reference': ['L/MAR/B/588C Journal 21 Oct 1755-22 Dec 1757', 'L/MAR/B/588G(1) Ledger', 'L/MAR/B/588G(2) Pay Book'], 'captain': 'Thomas Stevens', 'itinerary': 'Downs 27 Jan 1756 - 19 May St Helena - 23 Sep Batavia - 7 Nov Benkulen - 4 Dec Moco Moco - 13 Dec Bantal -19 Dec Ipoh -18 Jan 1757 Benkulen - 4 Feb Manna - 21 Jun St Helena - 17 Aug Ascension - 27 Aug Fernando de Noronha - 29 Nov Downs'};{'time': ['1758', '1759'], 'destination': 'Madras, Bengal and China', 'reference': ['L/MAM/B/588D Journal 4 Oct 1758-20 Nov 1761', 'L/MAR/B/588H(1) Ledger', 'L/MAR/B/588H(2) Pay Book'], 'captain': 'William Webber jun', 'itinerary': 'Portsmouth 15 Feb 1759 - 10 Jun Mozamibique -15 Jul Trincomalee - 29 Jun Negapatam - 25 Aug Madras - 21 Sep Masulipatam -12 Oct Madras - 26 Nov Culpee - 30 Jan 1760 Ingeli - 26 Mar Madras -18 Jul Manila - 27 Sep Whampoa - 26 Dec Second Bar - 6 Jun 1761 St Helena - 20 Sep Downs'};nan;nan;nan;nan;nan
s1014;PACIFIC;['Built by Peny, launched 1760, 3 decks, Sin bottom, 716 tons Principal Managing Owners: 1 John Hyde, 2-4 Gilbert Slater'];{'time': ['1764', '1765'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/497A Journal 10 Dec 1764-18 Dec 1766', 'L/MAM/B/497E(1) Ledger', 'L/MAR/B/497E(2) Pay Book'], 'captain': 'Charles Barkeley', 'itinerary': 'Portsmouth 14 Apr 1765 - 2 Oct Madras - 21 Nov Kedgeree - 29 Jan 1766 Ingeli - 28 Feb Madras - 27 Feb Madras - 27 Jul St Helena -19 Oct River Shannon - 28 Nov Falmouth -17 Dec Downs'};{'time': ['1767', '1768'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/497B Journal 23 Oct 1767-8 Jun 1769', 'L/MAR/B/497F(1) Ledger', 'L/MAM/B/497F(2) Pay Book'], 'captain': 'Charles Barkeley', 'itinerary': 'Downs 2 Jan 1768 -29 Mar Cape -16 Jun Madras -16 Aug Malacca - 24 Sep Whampoa - 2 Jan 1769 Second Bar -10 Apr St Helena - 16 Jun Downs'};{'time': ['1770', '1771'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/497C Journal 21 Oct 1770-29 Aug 1772', 'L/MAR/B/497G(1) Ledger', 'L/MAR/B/497G(2) Pay Book'], 'captain': 'Charles Barkeley', 'itinerary': 'Plymouth 18 Feb 1771 - 20 Jun Johanna - 25 Jul Madras - 25 Sep Whampoa - 6 Feb 1772 Second Bar - 5 May St Helena - 18 Jul Downs'};{'time': ['1773', '1774'], 'destination': 'Madras and Bengal', 'reference': ['L/M AR/B/497D Journal 29 Nov 1773-18 Oct 1775, James Williamson, Chief Mate', 'L/MAR/B/497H(1) Ledger', 'L/MAR/B/497H(2) Pay Book'], 'captain': 'Charles Barkeley', 'itinerary': 'Portsmouth 10 Mar 1774 - 2 Jun Cape - 21 Aug Madras -13 Sep Culpee - 9 Jan 1775 Kedgeree - 4 Mar Barrabulla - 23 Jun St Helena - 17 Sep Downs'};nan;nan;nan;nan;nan
s1015;PALSGRAVE;['1083 tons, 36/40 guns'];{'time': ['1618', '1619'], 'destination': 'Surat and Bantam', 'reference': ['L/MAR/A/XXY ff.1-11 Journal 23 Nov 1621-5 Sep 1622, Edmund Sayers '], 'captain': 'Charles Clevenger', 'itinerary': 'Downs Mar 1619 - 23 Jun Cape -17 Aug Moheli - 3 Oct Surat - 3 Dec Jask - 12 Jan 1620 Surat 16 Mar - 24 Apr Acheh - Batavia 4 Jun - 23 Oct Tiku - joined Anglo-Dutch Fleet of Defence based in Japan 1620-22 - Batavia 11 Feb 1623 - St Helena 5 Jun - Downs'};"{'time': ['1624', '1625'], 'destination': 'Surat and Bantam', 'reference': [], 'captain': 'Richard Blyth', 'itinerary': ""Downs Mar 1625 - 2 Aug St Augustine's Bay -16 Aug Johanna -19 Nov Surat - 4 Jun 1627 Batavia - Surat -12 Jan 1628 - Oct Downs""}";{'time': ['1630', '1631'], 'destination': 'Bantam', 'reference': [], 'captain': 'John Hall', 'itinerary': 'Downs Mar 1631 - Bantam 28 Dec - 4 Mar 1632 Cape -1 Apr St Helena - 30 Jun Downs'};"{'time': ['1632', '1633'], 'destination': 'Surat and Bantam', 'reference': [], 'captain': 'Richard Allnutt', 'itinerary': ""Downs 10 Apr 1633 - 22 Jul St Augustine's Bay - 12 Aug Johanna -10 Sep Jask - 21 Sep Bandar Abbas - 5 Nov Surat Apr 1634 - Mozambique Chanel - Surat - Jan 1635 Goa - Bantam -""}";nan;nan;nan;nan;nan
s1016;PANTHER;['Rated at 350 tons, 70 crew, 30 guns'];{'time': ['1699', '1700'], 'destination': 'Borneo (New Company)', 'reference': [], 'captain': []};{'time': ['1701', '1702'], 'destination': 'Borneo (New Company)', 'reference': ['L/MAR/B/116A Journal 27 Mar 1702-20 Mar 1703, Robert Robinson '], 'captain': 'Jonas Tracey/Robert Robinson', 'itinerary': 'Downs - Madeira 27 Mar 1702 - 12 Jul Batavia - 9 Aug Samarang - 26 Aug Banjarmassin 20 Mar 1703 - voyage ended mid-1704'};{'time': ['1704', '1705'], 'destination': 'St Helena and Borneo', 'reference': ['L/MAR/B/116B Journal 20 Dec 1704-5 Sep 1708 '], 'captain': 'John Camell', 'itinerary': 'Downs 5 Jan 1705 - 26 Apr St Helena - 7 Sep Batavia -12 Nov Tambomeo -18 Apr 1707 Batavia 24 Aug - 24 Oct Cape - 11 Sep 1708 Downs'};nan;nan;nan;nan;nan;nan
s1017;PAMMELIA;['Chartered ship, 443 tons', 'Principal Managing Owner: Joseph Somes'];{'time': ['1826', '1827'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/145A Deck Log 21 May 1827-22 Jul 1828'], 'captain': 'John Wimble', 'itinerary': 'Downs 19 Jun 1827 - 3 Dec Calcutta -18 Jan 1828 Fultah - 30 Jan Vizagapatam - 9 Feb Madras - 30 Apr St Helena - 3 Jul Downs'};nan;nan;nan;nan;nan;nan;nan;nan
s1018;PEARL (1);['Interloper', 'Purchas I bk.3 ch.15 Journal of John Totton, master '];{'time': '1611-13', 'destination': 'Sumatra', 'reference': [], 'captain': 'Samuel Castleton', 'itinerary': 'Blackwall 22 Aug 1611 - at Cape Apr 1612 - left Priaman 24 Aug -Acheh - at Ceylon in Nov - left for England 3 Feb 1613, arrived in the autumn'};nan;nan;nan;nan;nan;nan;nan;nan
s1019;PEARL (2);['250 tons'];"{'time': ['1631', '1632'], 'destination': 'Bantam', 'reference': [], 'captain': [], 'itinerary': ""Downs 21 Dec 1631 - 13 May St Helena -17 May Cape - 21 Jun St Augustine's Bay -10 Jul Johanna - 20 Aug Armagon - Bantam - laid up at Bantam in 1637""}";nan;nan;nan;nan;nan;nan;nan;nan
s1020;PEARL (3);['80 tons, 25 crew, 16 guns'];{'time': ['1685', '1686'], 'destination': 'Madras', 'reference': [], 'captain': 'James Perriman', 'itinerary': '10 Feb 1686 - remained in India'};nan;nan;nan;nan;nan;nan;nan;nan
s1021;PELHAM (1);['Rated at 480 tons, 96 crew, 30 guns'];{'time': ['1735', '1736'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/607E(1) Imprest Book ', 'L/MAR/B/607E(2) Absence Book Capt Mead Woodford'], 'captain': [], 'itinerary': 'Downs 6 Feb 1736 - not heard of since the storm in the river Hugh 30 Sep 1737'};nan;nan;nan;nan;nan;nan;nan;nan
s1022;PELHAM (2);['Rated at 499 tons, 99 crew, 30 guns'];"{'time': ['1744', '1745'], 'destination': 'Bombay', 'reference': ['L/MAR/B/607A Journal 26 Dec 1744-20 Aug 1747, George Lindsay, Chief Mate', 'L/MAR/B/607F(1) Ledger', 'L/MAM/B/607F(2) Pay Book'], 'captain': 'William Wells', 'itinerary': ""Downs 19 Apr 1745 - 22 Aug Cape 26 Sep - 3 Oct Cape - 23 Mar 1746 Bombay - 27 Sep Tellicherry - 29 Dec Cape - 22 Apr 1747 St Helena - 20 Aug 'towards Lisbon'""}";{'time': ['1747', '1748'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/607B Journal 4 Feb 1748-11 Jun 1750, Stephen Underdown, Chief Mate', 'L/MAR/B/607G(1) Ledger', 'L/MAM/B/607G(2) Pay Book'], 'captain': 'George Lindsay', 'itinerary': '2 Sep Whampoa - 22 Nov Lintin - 8 Mar 1750 St Helena - 21 May Downs'};{'time': ['1751', '1752'], 'destination': 'Bombay', 'reference': ['L/MAM/B/607C Journal 8 Jan 1752-7 Nov 1753', 'L/MAM/B/607H(1) Ledger', 'L/MAM/B/607H(2) Pay Book'], 'captain': 'George Lindsay', 'itinerary': 'Portsmouth 25 Mar 1752 - 22 Apr Sao Tiago - 29 Aug Madagascar - 23 Dec Bombay - 10 Mar 1753 Mangalore - 27 Mar Anjengo -13 Jul St Helena - 10 Oct Downs'};{'time': ['1754', '1755'], 'destination': 'Bombay', 'reference': ['L/MAM/B/607D Journal 13 Feb 1755-18 Mar 1757', 'L/MAR/B/607-I(l) Ledger', 'L/MAM/B/607-I(2) Pay Book'], 'captain': 'George Lindsay', 'itinerary': 'Downs 23 Apr 1755 - 21 May Sao Tiago -17 Aug Madagascar - 7 Nov Bombay -19 Dec Surat - 30 Dec Bombay - 11 Feb 1756 Tellicheny - 24 Feb Mangalore - 29 Apr Anjengo - 31 Jul St Helena - 28 Oct River Shannon - 14 Jan 1757 Downs'};nan;nan;nan;nan;nan
s1023;PENANG;[];{'time': 'Arrived', 'destination': 'in England Jul 1810', 'reference': ['L/MAR/B/755A(1) Ledger', 'L/MAR/B/755A(2) Pay Book'], 'captain': 'Henry P Tremenheere'};nan;nan;nan;nan;nan;nan;nan;nan
s1024;PEPPERCORN;['340 tons, 88 crew', 'Master Matthew Morton'];"{'time': ['1609', '1610'], 'destination': 'Surat and Bantam', 'reference': [""L/MAR/A/XI Downton's journal 19 Apr 1610-19 Nov 1613"", ""L/MAE/A/XVII Abstract of Downton's journal 9 Feb-13 Apr 1612"", 'L/MAM/A/IX Journal 1 Apr 1610-29 Jan 1611, anon', ""L/MAM/A/X Journal kept on the Trade's Increase and Peppercorn by Thomas Love 4 Apr 1610-4 Dec 1611, with notes on Downton's homeward voyage 3 Feb-14 Jun 1613""], 'captain': 'Nicholas Downton/Sir Henry Middleton', 'itinerary': 'Downs 1 Apr 1610 - Jul Cape - 25 Oct Socotra - 7 Nov Aden - Mokha 19 Jun 1611 - 26 Sep Surat 9 Feb 1612 - blockade off Aden -19 Oct Tiku - Bantam 8 Feb 1613 -13 Nov Downs'}";{'time': ['1614', '1615'], 'destination': 'Surat and Bantam ', 'reference': [], 'captain': 'Christopher Harris', 'itinerary': 'Downs 23 Feb 1615 - 5 Jun Cape - 22 Jul Moheli - 24 Aug Socotra -18 Sep Surat 19 Feb 1616 - 25 Apr Acheh - Jul Tiku - Bantam - Starits of Sunda 28 Feb 1617 -16 May Cape - 25 Aug Plymouth'};{'time': ['1617', '1618'], 'destination': 'Bantam', 'reference': [], 'captain': [], 'itinerary': 'Downs Mar 1618 -19 Nov Bantam - Jul 1619 Masulipatam - Oct 1620 Batavia - joined Anglo-Dutch Fleet of Defence based in Japan 1621-22 - laid up in Java 1623 as a careening hulk'};nan;nan;nan;nan;nan;nan
s1025;PERSEUS;[];{'time': 'New', 'destination': 'South Wales', 'reference': ['L/MAR/B/365A Journal 1 Nov 1801-22 Aug 1802 '], 'captain': 'John Davison', 'itinerary': 'Portsmouth 12 Feb 1802 - 9 Apr Rio de Janeiro - 25 May Cape - 4 Aug Port Jackson'};nan;nan;nan;nan;nan;nan;nan;nan
s1026;PERSEVERANCE (1);[];{'time': ['1800', '1801'], 'destination': 'Bengal', 'reference': ['L/MAM/B/255A(l)-(2) Journal 1 Dec 1800-21 Feb 1802, anon'], 'captain': [], 'itinerary': 'Portsmouth 9 Jan 1801 - 24 May Calcutta - 31 Dec St Helena - 21 Feb 1802 Downs'};nan;nan;nan;nan;nan;nan;nan;nan
s1027;PERSEVERANCE (2);['Built by Pitcher, launched 1801, 3 decks, 5in bottom, length 166ft 3in, keel 134ft 53/8in, breadth 42ft 2in, hold 17ft, wing transom 26ft, port cell 29ft 3in, waist 3ft llin, between decks 6ft 6in, roundÂ\xadhouse 6ft 6in, ports 14 middle & 13 upper, deck range 95ft 3in, 1271 tons Principal Managing Owners: 1-6 Sir William Fraser, 7 Hemy Templer'];{'time': ['1801', '1802'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/255C Journal 9 Dec 1801-22 Jun 1803', 'L/MAM/B/255J(1) Ledger', 'L/MAM/B/255J(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 25 Feb 1802 - 15 Jun Madras -1 Aug Penang - 24 Aug Malacca -16 Sep Whampoa - 22 Nov Second Bar - 25 Feb 1803 St Helena -19 Apr Downs'};{'time': ['1803', '1804'], 'destination': 'China', 'reference': ['L/MAM/B/255D Journal 15 Jan 1804-25 Oct 1805', 'L/MAM/B/255K(1) Ledger', 'L/MAR/B/255K(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 9 Jun 1804 - 17 Aug Rio de Janeiro - 12 Jan 1805 Whampoa -14 Feb Second Bar - 21 Mar Malacca - 30 Jun St Helena -10 Sep Downs'};{'time': ['1805', '1806'], 'destination': 'St Helena, Benkulen and China', 'reference': ['L/MAR/B/255E Journal 13 Nov 1805-19 Mar 1808', 'L/MAM/B/255L(1) Ledger', 'L/MAR/B/255L(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 4 Mar 1806 - 21 May St Helena -16 Aug Benkulen - 25 Nov Penang - 7 Feb 1807 Whampoa -13 Mar Second Bar -1 Jul Penang -19 Sep Cape -13 Oct St Helena -17 Dec Crookhaven - 2 Jan 1808 Downs'};{'time': ['1808', '1809'], 'destination': 'Madras and China', 'reference': ['L/MAR/B/255F Journal 16 Nov 1808-2 Oct 1810', 'L/MAM/B/255M(1) Ledger', 'L/MAM/B/255M(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 24 Feb 1809 - 8 Mar Madeira - 5 Jul Madras - 18 Aug Penang - 3 Sep Malacca - 4 Nov Whampoa - 21 Dec Second Bar - 22 May 1810 St Helena - 28 Jul Downs'};{'time': ['1810', '1811'], 'destination': 'China', 'reference': ['L/MAM/B/255G Journal 10 Feb 1811-23 Jun 1812', 'L/MAM/B/255N (1) Ledger', 'L/MAR/B/255N(2) Pay Book'], 'captain': 'James Tweedale', 'itinerary': 'Portsmouth 8 Apr 1811 - 14 Jul Cape - 30 Aug Penang -19 Sep Malacca -21 Oct Whampoa - 14 Dec Second Bar - 21 Mar 1812 St Helena - 14 May Downs'};{'time': ['1812', '1813'], 'destination': 'Bombay and China', 'reference': ['L/MAM/B/255H Journal 5 Oct 1812-11 Nov 1814', 'L/MAR/B/255-0(l) Ledger', 'L/MAR/B/255-0(2) Pay Book'], 'captain': 'Thomas Buchanan', 'itinerary': 'Portsmouth 24 Dec 1812 - 9 May 1813 Bombay -18 Jul Penang - 7 Aug Malacca - 6 Sep Whampoa - 5 Jan 1814 Second Bar - 26 May St Helena - 6 Aug Downs'};{'time': ['1817', '1818'], 'destination': 'China', 'reference': ['L/MAM/B/255-I Journal 25 Feb 1818-24 Jun 1819', 'L/MAR/B/255P (1) Ledger', 'L/MAM/B/255P(2) Pay Book'], 'captain': 'Henry Templer', 'itinerary': 'Downs 21 Apr 1818 -1 Aug Penang - 10 Sep Malacca -11 Oct Whampoa - 12 Dec Second Bar - 21 Feb 1819 Cape - 11 Mar St Helena - 12 May Downs'};nan;nan
s1028;PERSIA MERCHANT (1);['250 tons, 50 crew, 24 guns, former name Gilbert', 'Lost on the Maldives'];{'time': ['1657', '1658'], 'destination': 'Madras and Bantam', 'reference': [], 'captain': []};nan;nan;nan;nan;nan;nan;nan;nan
s1029;PERSIA MERCHANT (2);['Rated at 350/400 tons, 60/74 crew, 16/32 guns', 'BL: Sloane Ms 17070 Journal 15 Apr 1682-13 Dec 1683, Thomas Richards '];{'time': ['1675', '1676'], 'destination': 'Bombay and Persia', 'reference': [], 'captain': 'John Bowers', 'itinerary': 'Downs 21 Mar 1676 - Mar 1678'};{'time': ['1680', '1681'], 'destination': 'Bantam', 'reference': ['L/MAR/A/LXXVII Journal 4 Jan 1681-10 Feb 1682 '], 'captain': 'John Bowers', 'itinerary': 'Downs 16 Jan 1681 -18 Jun Bantam 19 Aug -12 Nov St Helena - 11 Jan 1682 Downs'};"{'time': ['1681', '1682'], 'destination': 'Surat', 'reference': [], 'captain': 'John Bowers', 'itinerary': ""Downs 23 Apr 1682 - St Augustine's Bay 1 Dec - 2 Feb 1683 Tellicherry - Swally 15 Apr - 3 May Calicut - 9 Jun Mauritius 17 Aug - 11 Oct St Helena -10 Feb 1684 Downs * sketches f.22 Trinidade, f.32 Cape""}";{'time': ['1684', '1685'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'John Bowers', 'itinerary': '15 Nov 1684 - 16 May 1687'};{'time': ['1687', '1688'], 'destination': 'Benkulen', 'reference': ['L/MAR/A/LXXXV Receipt Book '], 'captain': 'Benjamin Brangwin', 'itinerary': 'Downs 23 Apr 1688 - blown up at Madras'};nan;nan;nan;nan
s1030;PHOENIX (1);['Rated at 380/450 tons, 90 crew, 30 guns'];{'time': ['1670', '1671'], 'destination': 'Surat and Bantam', 'reference': [], 'captain': 'William Wildy', 'itinerary': '- 30 Aug 1672'};{'time': ['1673', '1674'], 'destination': 'Madras and Bengal', 'reference': [], 'captain': 'William Wildy', 'itinerary': '30 Mar 1674 - 25 Jul 1675'};{'time': ['1675', '1676'], 'destination': 'Bantam', 'reference': [], 'captain': 'William Wildy', 'itinerary': 'Downs 11 Mar 1676 - 18 May 1677 Plymouth'};{'time': ['1677', '1678'], 'destination': 'Bantam and China', 'reference': [], 'captain': 'William Wildy', 'itinerary': 'Downs 28 Nov 1677 - lost off Scilly 11 Jan 1680'};nan;nan;nan;nan;nan
s1031;PHOENIX (2);['Rated at 400 tons, 80 crew, 24/30 guns'];"{'time': ['1700', '1701'], 'destination': 'Madras, Bengal and Persia', 'reference': ['L/MAR/A/CLHI Journal 16 Nov 1700-16 Dec 1703, John Carswell, Chief Mate '], 'captain': 'Thomas Lambert', 'itinerary': ""Downs 26 Jan 1701 -14 Feb Sao Tiago - 21 Jun Madras -1 Aug Balasore - 21 Oct Calcutta - 7 Feb 1702 Cox's Island - 25 Apr Bandar Abbas -1 Jul Madras - 9 Sep Balasore - 11 Oct Calcutta - 29 Dec Vizagapatam -15 Jan 1703 Madras - 21 Jan Fort St David - 31 Jan Madras - 27 May St Helena - 16 Oct Cork -16 Dec Blackwall""}";{'time': ['1704', '1705'], 'destination': 'Bomo', 'reference': ['L/MAR/B/135A Journal 10 Dec 1704-17 Sep 1708'], 'captain': 'John Carswell', 'itinerary': 'Downs 5 Jan 1705 - 7 May Cape - 25 Jun Johanna - 29 Jul Bandar Abbas - 7 Dec Batavia -19 Jan 1706 Banjarmassin - 28 Apr Tambomeo -15 Aug Banjarmassin -1 Jan 1707 Madura - 11 Apr Batavia - 26 Oct Cape - 24 Dec St Helena -14 Apr 1708 Lisbon - 12 Sep Portsmouth'};{'time': ['1709', '1710'], 'destination': 'Surat', 'reference': ['L/MAR/B/135B Ledger '], 'captain': 'Edward Peirson', 'itinerary': 'Downs 13 Apr 1710 - lost near Cape Comorin'};nan;nan;nan;nan;nan;nan
s1032;PHOENIX (3);['Built by Wells, launched 1785, 3 decks, 4in bottom, length 143ft 71/2in, breadth 36ft, hold 14ft 9in, wing transom 23ft Sin, port cell 26ft 3lAin, between decks 5ft IP/tin, ports 13 middle & upper, 800 tons', 'Principal Managing Owner: William Moffat'];{'time': ['1785', '1786'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175A Journal 22 Nov 1785-21 Jun 1787 ', 'L/MAR/B/175-0(1) Ledger', 'L/MAR/B/175-0(2) Pay Book'], 'captain': 'James Rattray', 'itinerary': 'Downs 16 Jan 1786 - 20 May Madras - 30 May Diamond Harbour - 13 Nov Saugor - 19 Dec Madras - 3 Mar 1787 St Helena - 18 May Downs'};{'time': ['1787', '1788'], 'destination': 'Bengal and Madras', 'reference': ['L/MAR/B/175B Journal 10 Dec 1787-29 Aug 1789', 'L/MAR/B/175P(1) Ledger', 'L/MAR/B/175P(2) Pay Book'], 'captain': 'Alexander Gray', 'itinerary': 'Downs 17 Feb 1788 - 16 Mar Madeira - 19 Jul Diamond Harbour - 5 Jan 1789 Saugor - 20 Feb Madras - 5 May Cape - 10 Jun St Helena - 6 Aug Downs'};{'time': ['1790', '1791'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175C Journal 3 Feb 1791-30 Jun 1792', 'L/MAR/B/175 Q(l) Ledger', 'L/MAR/B/175Q(2) Pay Book'], 'captain': 'Alexander Gray', 'itinerary': 'Downs 4 Apr 1791 - 1 May Sao Tiago - 4 Aug Madras - 13 Aug Diamond Harbour - 23 Kedgeree - 8 Oct Madras - 16 Nov Diamond Harbour - 15 Dec Saugor - 13 Jan 1792 Madras - 5 Apr St Helena - 2 Jun Downs'};{'time': ['1793', '1794'], 'destination': 'Madras', 'reference': ['L/MAR/B/175D Journal 11 Nov 1794-22 Aug 1795', 'L/MAR/B/175R(1) Ledger', 'L/MAR/B/175R(2) Pay Book'], 'captain': 'Wemys Orrok', 'itinerary': 'Portsmouth 2 May 1794 - 3 Sep Madras - 7 Jan 1795 St Helena - 23 Jul Downs'};{'time': ['1795', '1796'], 'destination': 'Bengal, Penang and Madras', 'reference': ['L/MAR/B/175E Journal 9 Jun 1796-29 Mar 1799', 'L/MAR/B/175S(1) Ledger', 'L/MAR/B/175S(2) Pay Book'], 'captain': 'Wemys Orrok', 'itinerary': '5 Apr Saugor - 14 Sep Cape - 3 Nov St Helena - 3 Feb 1799 Downs'};{'time': ['1799', '1800'], 'destination': 'Bengal, Bombay and Mokha', 'reference': ['L/MAR/B/175G Journal 24 Feb 1800-24 Jul 1802', 'L/MAR/B/175T(1) Ledger', 'L/MAR/B/175T(2) Pay Book'], 'captain': 'William Moffat', 'itinerary': 'Torbay 27 May 1800-6 Sep Cape - 25 Nov Kedgeree - 7 Dec Diamond Harbour - 9 Jan 1801 Saugor -24 Feb Trincomalee - 5 Mar Colombo - 2 Apr Bombay - 3 Aug Aden - 24 Aug Mokha - 17 Oct Bombay-23 Nov Tellicherry - 4 Jan 1802 Anjengo - 5 Apr St Helena - 11 Jun Gravesend'};nan;nan;nan
s1033;PHOENIX (4);['Extra ship, launched 1798, 3 decks, 4in bottom, length 127ft 8in, keel 103ft in, breadth 31ft 10in. hold 12ft 4in, wing transom 19ft 8in, waist Ift, between decks 6ft 2in & 6ft 4in, roundhouse 6ft 5in, ports 12 middle & 4 upper, 592 tons'];{'time': ['1797', '1798'], 'destination': 'Madras and Bengal', 'reference': ['L/MAR/B/175F Journal 7 Jul 1798-25 Jun 1800'], 'captain': 'John Tyrie', 'itinerary': 'Falmouth 14 Sep 1798-28 Sep Lisbon - 31 Dec Cape - 13 Apr 1799 Madras - 20 May Calcutta- 22 Oct Kedgeree - 27 Jan 1800 St Helena - 21 May Downs'};nan;nan;nan;nan;nan;nan;nan;nan
